geoid_5_digit,total_restrictions,municipal_level_restrictions,county_level_restrictions,battery_storage,solar,transmission_line,wind,GEO_ID.x,NAME.x,median_income,GEO_ID.y,NAME.y,population,B01003_001M,...5,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_name,state_name,state_geography_id,geography_id,utility_pv,land_based_wind,csp,residential_pv,commercial_pv,distributed_wind,density,solar_normalized,wind_normalized,solar_and_wind_normalized
29021,1,0,1,0,0,0,1,0500000US29021,"Buchanan County, Missouri",58303,0500000US29021,"Buchanan County, Missouri",84544,*****,NA,MO,29021,758465,Buchanan County,1057361281,17942874,408.249,6.928,39.660369,-94.808173,Buchanan,Missouri,G29,G2900210,31634210.26,3417830.77,0,172087.83,315640.49,9290881.23,207.08930089234755,0,2.925832398659106e-7,2.925832398659106e-7
29027,1,1,0,0,1,0,0,0500000US29027,"Callaway County, Missouri",70599,0500000US29027,"Callaway County, Missouri",44517,*****,NA,MO,29027,758468,Callaway County,2161513203,33194432,834.565,12.816,38.835547,-91.923446,Callaway,Missouri,G29,G2900270,65555248.5,6363853.59,0,102692.14,129959.97,12218977.96,53.341561172586914,1.5254308737766436e-8,0,1.5254308737766436e-8
29049,1,0,1,0,0,0,1,0500000US29049,"Clinton County, Missouri",66494,0500000US29049,"Clinton County, Missouri",21155,*****,NA,MO,29049,758479,Clinton County,1085049761,11764909,418.94,4.542,39.608723,-94.395803,Clinton,Missouri,G29,G2900490,49167265.8,4008062.37,0,61395.56,115407.51,7915669.17,50.49649114431661,0,2.494971154852563e-7,2.494971154852563e-7
29137,1,0,1,0,0,0,1,0500000US29137,"Monroe County, Missouri",50245,0500000US29137,"Monroe County, Missouri",8668,*****,NA,MO,29137,758523,Monroe County,1677380360,58339267,647.64,22.525,39.49827,-92.006458,Monroe,Missouri,G29,G2901370,73448788.91,4702254.3,0,24338.3,26153.58,9373543.06,13.38397875362856,0,2.126639556690926e-7,2.126639556690926e-7
31001,1,0,1,0,1,0,0,0500000US31001,"Adams County, Nebraska",61502,0500000US31001,"Adams County, Nebraska",31143,*****,NA,NE,31001,835823,Adams County,1458836771,2513742,563.26,0.971,40.520632,-98.500044,Adams,Nebraska,G31,G3100010,76870052.25,5326629.32,136039590.7,92444.85,177003.2,10082702.14,55.2906295494088,1.3008967351131207e-8,0,1.3008967351131207e-8
31017,1,0,1,0,0,0,1,0500000US31017,"Brown County, Nebraska",44267,0500000US31017,"Brown County, Nebraska",2691,129,NA,NE,31017,835830,Brown County,3163423492,9687309,1221.405,3.74,42.359562,-99.92392,Brown,Nebraska,G31,G3100170,131235889.5,18331302.36,124171924.2,10340.12,8667.97,3971293.53,2.2032004126395424,0,5.455149778021555e-8,5.455149778021555e-8
31019,1,0,1,0,1,0,0,0500000US31019,"Buffalo County, Nebraska",70093,0500000US31019,"Buffalo County, Nebraska",50103,*****,NA,NE,31019,835831,Buffalo County,2507745799,18526719,968.246,7.153,40.855265,-99.074984,Buffalo,Nebraska,G31,G3100190,109312925.8,12119483.93,98181565.93,113159.17,49143.09,16268057.2,51.746147156817585,9.148048985804386e-9,0,9.148048985804386e-9
31021,1,0,1,0,0,0,1,0500000US31021,"Burt County, Nebraska",54950,0500000US31021,"Burt County, Nebraska",6717,*****,NA,NE,31021,835832,Burt County,1273203510,14184088,491.587,5.477,41.854179,-96.337746,Burt,Nebraska,G31,G3100210,43604944.72,5310352.34,3114535.39,23060.43,6645.04,7189426.78,13.663908931684524,0,1.8831142191216638e-7,1.8831142191216638e-7
31023,6,6,0,0,0,0,6,0500000US31023,"Butler County, Nebraska",75690,0500000US31023,"Butler County, Nebraska",8373,*****,NA,NE,31023,835833,Butler County,1514595610,15598406,584.789,6.023,41.226054,-97.132003,Butler,Nebraska,G31,G3100230,68773448.61,5723414.27,106012676.1,29363.81,29906.68,9737080.83,14.317984777415445,0,1.0483253032110152e-06,1.0483253032110152e-06
31027,1,0,1,0,0,0,1,0500000US31027,"Cedar County, Nebraska",72035,0500000US31027,"Cedar County, Nebraska",8375,*****,NA,NE,31027,835835,Cedar County,1917080039,14653906,740.189,5.658,42.60456,-97.25687,Cedar,Nebraska,G31,G3100270,67880118.38,9684616.53,22192435.09,30658.61,28121.76,11996179.36,11.314677737712936,0,1.0325654060770541e-7,1.0325654060770541e-7
31043,1,0,1,0,0,0,1,0500000US31043,"Dakota County, Nebraska",66112,0500000US31043,"Dakota County, Nebraska",21308,*****,NA,NE,31043,835843,Dakota County,684472406,8143543,264.276,3.144,42.391624,-96.561327,Dakota,Nebraska,G31,G3100430,17158232.43,3013744.24,0,39454.02,79301.02,5097862.75,80.62782848234421,0,3.318131600974872e-7,3.318131600974872e-7
31047,1,0,1,0,0,0,1,0500000US31047,"Dawson County, Nebraska",67462,0500000US31047,"Dawson County, Nebraska",24037,*****,NA,NE,31047,835845,Dawson County,2625694521,14624602,1013.786,5.647,40.86784,-99.815583,Dawson,Nebraska,G31,G3100470,100634384.5,11442626.85,132378172.9,65005.52,118659.16,11252208.52,23.710132118612805,0,8.739252036345134e-8,8.739252036345134e-8
31067,1,0,1,0,1,0,0,0500000US31067,"Gage County, Nebraska",60035,0500000US31067,"Gage County, Nebraska",21654,*****,NA,NE,31067,835855,Gage County,2205292876,21993057,851.468,8.492,40.255234,-96.683453,Gage,Nebraska,G31,G3100670,109344085.5,9994638.24,158240162.6,70707.43,69510.44,14990954.8,25.43137264113273,9.145442073316348e-9,0,9.145442073316348e-9
31081,1,0,1,0,0,0,1,0500000US31081,"Hamilton County, Nebraska",73254,0500000US31081,"Hamilton County, Nebraska",9400,*****,NA,NE,31081,835862,Hamilton County,1403851003,7017550,542.03,2.709,40.872817,-98.022329,Hamilton,Nebraska,G31,G3100810,74218810.59,5836758.9,150228382.9,34292.03,49091.09,8993359.94,17.342213530616387,0,1.7132796079687306e-7,1.7132796079687306e-7
31089,1,0,1,0,0,0,1,0500000US31089,"Holt County, Nebraska",66325,0500000US31089,"Holt County, Nebraska",10149,*****,NA,NE,31089,835866,Holt County,6246663903,14619277,2411.851,5.645,42.459287,-98.784766,Holt,Nebraska,G31,G3100890,302253192.1,31686644.03,420982489.8,31214.28,19672.8,13048674.13,4.2079713879505825,0,3.155903790421064e-8,3.155903790421064e-8
31095,1,0,1,0,0,0,1,0500000US31095,"Jefferson County, Nebraska",54494,0500000US31095,"Jefferson County, Nebraska",7185,*****,NA,NE,31095,835869,Jefferson County,1476765644,14202900,570.182,5.484,40.175736,-97.143103,Jefferson,Nebraska,G31,G3100950,71464130.95,8122093.25,98752943.64,29250.25,37453.96,7781216.71,12.601239604196554,0,1.231209700775105e-7,1.231209700775105e-7
31099,1,0,1,0,1,0,0,0500000US31099,"Kearney County, Nebraska",74276,0500000US31099,"Kearney County, Nebraska",6655,*****,NA,NE,31099,835871,Kearney County,1336933472,404663,516.193,0.156,40.50912,-98.947602,Kearney,Nebraska,G31,G3100990,74109994.68,5858549.14,155569857.7,21015.29,34708.64,6335355.93,12.89246464016366,1.349345664262838e-8,0,1.349345664262838e-8
31109,1,0,1,0,0,0,1,0500000US31109,"Lancaster County, Nebraska",70387,0500000US31109,"Lancaster County, Nebraska",322063,*****,NA,NE,31109,835876,Lancaster County,2169269508,22850511,837.56,8.823,40.783547,-96.688658,Lancaster,Nebraska,G31,G3101090,86893682.18,7456600.91,56922758.09,486053.42,852761.95,20410950.65,384.5252877405798,0,1.3410936324336553e-7,1.3410936324336553e-7
31111,1,0,1,0,1,0,0,0500000US31111,"Lincoln County, Nebraska",63019,0500000US31111,"Lincoln County, Nebraska",34532,*****,NA,NE,31111,835877,Lincoln County,6641131934,28397612,2564.155,10.964,41.050322,-100.744481,Lincoln,Nebraska,G31,G3101110,265991091.8,46936083.62,415174269.4,110973.9,104886.92,13227096.54,13.467204595666018,3.759524400734085e-9,0,3.759524400734085e-9
31119,1,0,1,0,0,0,1,0500000US31119,"Madison County, Nebraska",61139,0500000US31119,"Madison County, Nebraska",35538,*****,NA,NE,31119,835880,Madison County,1483057694,7352795,572.612,2.839,41.909929,-97.606856,Madison,Nebraska,G31,G3101190,64633705.98,5678919.62,71204032.42,95072.41,51792.04,9610762.77,62.0629675941126,0,1.7608983167823038e-7,1.7608983167823038e-7
31131,1,0,1,0,0,0,1,0500000US31131,"Otoe County, Nebraska",73031,0500000US31131,"Otoe County, Nebraska",15995,*****,NA,NE,31131,835887,Otoe County,1594439031,8812019,615.616,3.402,40.637992,-96.131027,Otoe,Nebraska,G31,G3101310,62177437.33,5727770.24,11620933,48342.29,106807.07,10461850.64,25.98210572824618,0,1.745880086139768e-7,1.745880086139768e-7
31139,1,0,1,0,0,0,1,0500000US31139,"Pierce County, Nebraska",65603,0500000US31139,"Pierce County, Nebraska",7301,*****,NA,NE,31139,835891,Pierce County,1484707028,3482144,573.249,1.344,42.271413,-97.610992,Pierce,Nebraska,G31,G3101390,69103736.71,8107578.24,99305382.36,22613.23,15757.04,7743669.27,12.736175728173968,0,1.2334139374275098e-7,1.2334139374275098e-7
31145,1,0,1,0,1,0,0,0500000US31145,"Red Willow County, Nebraska",58344,0500000US31145,"Red Willow County, Nebraska",10690,*****,NA,NE,31145,835894,Red Willow County,1857462678,2164642,717.17,0.836,40.16942,-100.468576,Red Willow,Nebraska,G31,G3101450,74663489.65,8586044.57,82132469.56,36911.5,35500.57,4197175.91,14.905810337855739,1.339342702420821e-8,0,1.339342702420821e-8
31151,1,0,1,0,0,0,1,0500000US31151,"Saline County, Nebraska",71104,0500000US31151,"Saline County, Nebraska",14275,*****,NA,NE,31151,835897,Saline County,1486835320,5798028,574.07,2.239,40.516802,-97.131755,Saline,Nebraska,G31,G3101510,75785856.34,9301178.92,123526822.3,33441.43,56628.43,8195230.69,24.866305502813244,0,1.075132527393635e-7,1.075132527393635e-7
31153,1,1,0,0,1,0,0,0500000US31153,"Sarpy County, Nebraska",95911,0500000US31153,"Sarpy County, Nebraska",191272,*****,NA,NE,31153,835898,Sarpy County,616406193,24669083,237.996,9.525,41.115064,-96.109125,Sarpy,Nebraska,G31,G3101530,15740542.05,658581.18,0,491684.05,307501.07,6551117.91,803.6773727289534,6.35302136879079e-8,0,6.35302136879079e-8
31167,1,0,1,0,0,0,1,0500000US31167,"Stanton County, Nebraska",76035,0500000US31167,"Stanton County, Nebraska",5828,*****,NA,NE,31167,835905,Stanton County,1107564314,8725894,427.633,3.369,41.905045,-97.177109,Stanton,Nebraska,G31,G3101670,36915296.22,3385992.18,20178293.24,18815.29,25501.63,6541281.72,13.628508557571562,0,2.953344091893325e-7,2.953344091893325e-7
31171,1,0,1,0,0,0,1,0500000US31171,"Thomas County, Nebraska",70069,0500000US31171,"Thomas County, Nebraska",592,61,NA,NE,31171,835907,Thomas County,1845505749,2087569,712.554,0.806,41.85573,-100.524703,Thomas,Nebraska,G31,G3101710,55058246.73,20525480.67,58468099.97,2191.76,3904.08,1510859.69,0.8308142260095376,0,4.8719930903328265e-8,4.8719930903328265e-8
31183,1,0,1,0,0,0,1,0500000US31183,"Wheeler County, Nebraska",59167,0500000US31183,"Wheeler County, Nebraska",771,101,NA,NE,31183,835913,Wheeler County,1489717918,1059454,575.183,0.409,41.922575,-98.520853,Wheeler,Nebraska,G31,G3101830,72091765.7,9944792.2,95245662.77,3126.14,25239.65,2067402.77,1.3404429546770333,0,1.0055514282138545e-7,1.0055514282138545e-7
33009,1,1,0,0,0,0,1,0500000US33009,"Grafton County, New Hampshire",79949,0500000US33009,"Grafton County, New Hampshire",90836,*****,NA,NH,33009,873178,Grafton County,4425249955,106463890,1708.599,41.106,43.926439,-71.842424,Grafton,New Hampshire,G33,G3300090,3473629.11,10696783.03,0,122752.52,310019.76,17640930.38,53.164025028693104,0,9.3486050637413e-8,9.3486050637413e-8
34001,1,0,1,0,0,0,1,0500000US34001,"Atlantic County, New Jersey",73113,0500000US34001,"Atlantic County, New Jersey",274339,*****,NA,NJ,34001,882270,Atlantic County,1438939255,301106094,555.578,116.258,39.469355,-74.633759,Atlantic,New Jersey,G34,G3400010,32346801.83,358942.71,0,501896.1,606756.43,10251214.87,493.7902508738647,0,2.785959909869739e-6,2.785959909869739e-6
34025,1,1,0,0,0,0,1,0500000US34025,"Monmouth County, New Jersey",118527,0500000US34025,"Monmouth County, New Jersey",643064,*****,NA,NJ,34025,882910,Monmouth County,1212642640,500373881,468.204,193.195,40.287048,-74.152446,Monmouth,New Jersey,G34,G3400250,16977325.02,67778.45,0,1224449.33,1337958.54,6810476.3,1373.4696841547702,0,1.4753952030475764e-5,1.4753952030475764e-5
36001,1,1,0,0,1,0,0,0500000US36001,"Albany County, New York",78829,0500000US36001,"Albany County, New York",315041,*****,NA,NY,36001,974099,Albany County,1354273425,26971925,522.888,10.414,42.58824,-73.97401,Albany,New York,G36,G3600010,11840654.8,1183039.57,0,401992.78,490364.01,9298030.31,602.501874206331,8.445478876725635e-8,0,8.445478876725635e-8
36007,2,2,0,0,1,0,1,0500000US36007,"Broome County, New York",58317,0500000US36007,"Broome County, New York",198365,*****,NA,NY,36007,974102,Broome County,1827626589,25078245,705.651,9.683,42.161977,-75.830283,Broome,New York,G36,G3600070,2789582.18,4097848.32,0,335397.1,265063.36,10122382.53,281.1092168791655,3.5847662319093245e-7,2.440305062340619e-7,6.025071294249944e-7
36009,3,2,1,0,2,0,1,0500000US36009,"Cattaraugus County, New York",56889,0500000US36009,"Cattaraugus County, New York",77000,*****,NA,NY,36009,974103,Cattaraugus County,3388177068,36783591,1308.183,14.202,42.239099,-78.662332,Cattaraugus,New York,G36,G3600090,23105063.71,12792388.64,0,141671.46,220989.66,19501907.12,58.86026649176759,8.656111167243347e-8,7.817148369563606e-8,1.6473259536806955e-7
36013,2,1,1,0,0,0,2,0500000US36013,"Chautauqua County, New York",54625,0500000US36013,"Chautauqua County, New York",127440,*****,NA,NY,36013,974105,Chautauqua County,2746450221,1139029655,1060.41,439.782,42.304216,-79.407595,Chautauqua,New York,G36,G3600130,46188766.62,7652782.21,0,236543.16,422300.72,21291965.25,120.17993040427758,0,2.613428613434956e-7,2.613428613434956e-7
36027,1,1,0,0,0,0,1,0500000US36027,"Dutchess County, New York",94578,0500000US36027,"Dutchess County, New York",296467,*****,NA,NY,36027,974112,Dutchess County,2060598611,76906718,795.602,29.694,41.754825,-73.740014,Dutchess,New York,G36,G3600270,13483488.53,1694382.46,0,451307.01,483354.89,9594516.06,372.63229604752127,0,5.901855239932075e-7,5.901855239932075e-7
36039,1,1,0,0,1,0,0,0500000US36039,"Greene County, New York",70294,0500000US36039,"Greene County, New York",48067,*****,NA,NY,36039,974118,Greene County,1676140498,28201061,647.161,10.888,42.28697,-74.149542,Greene,New York,G36,G3600390,7894123.08,3680176.03,0,91595.79,113920.96,9727027.5,74.27363515415793,1.2667651490430018e-7,0,1.2667651490430018e-7
36041,1,1,0,1,0,0,0,0500000US36041,"Hamilton County, New York",66891,0500000US36041,"Hamilton County, New York",5090,*****,NA,NY,36041,974119,Hamilton County,4447989312,234204425,1717.378,90.427,43.657879,-74.502456,Hamilton,New York,G36,G3600410,0,21257791.9,0,8081.3,24275.64,9111860.62,2.9638204285835736,NA,0,NA
36045,2,2,0,0,0,0,2,0500000US36045,"Jefferson County, New York",62782,0500000US36045,"Jefferson County, New York",117445,*****,NA,NY,36045,974121,Jefferson County,3283924240,1524538853,1267.93,588.628,43.996389,-76.052968,Jefferson,New York,G36,G3600450,88464425.1,3561859.87,0,142503.28,207259,20497741.03,92.62735324505296,0,5.615044030353727e-7,5.615044030353727e-7
36057,4,4,0,0,4,0,0,0500000US36057,"Montgomery County, New York",58033,0500000US36057,"Montgomery County, New York",49624,*****,NA,NY,36057,974127,Montgomery County,1044052636,18613523,403.111,7.187,42.900891,-74.435357,Montgomery,New York,G36,G3600570,19888811.33,1991735.19,0,75064.84,135347.99,6932228.52,123.10256976366311,2.0111810271770527e-7,0,2.0111810271770527e-7
36063,6,5,1,0,5,0,1,0500000US36063,"Niagara County, New York",65882,0500000US36063,"Niagara County, New York",212230,*****,NA,NY,36063,974130,Niagara County,1352876142,1598772310,522.348,617.289,43.272672,-78.812943,Niagara,New York,G36,G3600630,43765617.09,954162.9,0,376825.53,375039.74,8742976.01,406.3000145496872,1.1424493317934842e-7,1.0480390717350255e-6,1.1622840049143738e-6
36069,1,1,0,0,1,0,0,0500000US36069,"Ontario County, New York",76603,0500000US36069,"Ontario County, New York",112288,*****,NA,NY,36069,974133,Ontario County,1668148125,47853412,644.076,18.476,42.856357,-77.303497,Ontario,New York,G36,G3600690,36340849.22,2767862.81,0,194981.56,222121.43,15062335.99,174.33967419993914,2.7517243583005077e-8,0,2.7517243583005077e-8
36071,1,1,0,0,1,0,0,0500000US36071,"Orange County, New York",91806,0500000US36071,"Orange County, New York",401237,*****,NA,NY,36071,974134,Orange County,2103272844,67953621,812.078,26.237,41.40241,-74.306252,Orange,New York,G36,G3600710,19015721.07,1779325.24,0,530311.69,666436.11,11138775.48,494.08677491571007,5.258806628046527e-8,0,5.258806628046527e-8
36073,1,1,0,0,0,0,1,0500000US36073,"Orleans County, New York",61069,0500000US36073,"Orleans County, New York",40148,*****,NA,NY,36073,974135,Orleans County,1013364725,1103744014,391.262,426.158,43.339906,-78.207028,Orleans,New York,G36,G3600730,35701223.39,691604.71,0,81093.19,121853.31,7270360.82,102.61154929433474,0,1.4459126514624229e-6,1.4459126514624229e-6
36075,1,1,0,0,0,0,1,0500000US36075,"Oswego County, New York",65054,0500000US36075,"Oswego County, New York",118037,*****,NA,NY,36075,974136,Oswego County,2464685608,933435238,951.62,360.401,43.461443,-76.209262,Oswego,New York,G36,G3600750,63646269.76,1463706.1,0,188216.67,233040.44,17423638.16,124.03795632710536,0,6.831972620733083e-7,6.831972620733083e-7
36089,1,1,0,0,0,0,1,0500000US36089,"St. Lawrence County, New York",58339,0500000US36089,"St. Lawrence County, New York",108670,*****,NA,NY,36089,977309,St. Lawrence County,6939939685,366960962,2679.526,141.684,44.488112,-75.074311,St. Lawrence,New York,G36,G3600890,107342226.4,10513640.81,0,175562.28,272998.73,30859618.61,40.55568037033416,0,9.511452959747822e-8,9.511452959747822e-8
36091,2,2,0,0,2,0,0,0500000US36091,"Saratoga County, New York",97038,0500000US36091,"Saratoga County, New York",236328,*****,NA,NY,36091,974143,Saratoga County,2097812305,87488004,809.97,33.779,43.106135,-73.855387,Saratoga,New York,G36,G3600910,23375796.79,2209358.49,0,362467.43,325634.76,8665074.12,291.7737693988666,8.555858086752302e-8,0,8.555858086752302e-8
36093,3,3,0,0,3,0,0,0500000US36093,"Schenectady County, New York",75056,0500000US36093,"Schenectady County, New York",159447,*****,NA,NY,36093,974144,Schenectady County,530089711,12366944,204.669,4.775,42.817552,-74.043559,Schenectady,New York,G36,G3600930,4952523.86,407957.91,0,242112.54,200864.2,3574512.77,779.0481216012195,6.05751750987021e-7,0,6.05751750987021e-7
36095,1,1,0,0,1,0,0,0500000US36095,"Schoharie County, New York",71479,0500000US36095,"Schoharie County, New York",29970,*****,NA,NY,36095,974145,Schoharie County,1610503551,11676951,621.819,4.508,42.591294,-74.438172,Schoharie,New York,G36,G3600950,6757404.84,4307512.77,0,59176.98,79949.95,12316438.56,48.19730500354605,1.479858057461006e-7,0,1.479858057461006e-7
36103,1,1,0,0,1,0,0,0500000US36103,"Suffolk County, New York",122498,0500000US36103,"Suffolk County, New York",1524486,*****,NA,NY,36103,974149,Suffolk County,2359306969,3787388317,910.934,1462.319,40.943554,-72.692218,Suffolk,New York,G36,G3601030,24100497.57,433581.15,0,2933135.75,2501464.19,14105064.19,1673.5416616352009,4.149291926838837e-8,0,4.149291926838837e-8
36109,4,4,0,0,3,0,1,0500000US36109,"Tompkins County, New York",69995,0500000US36109,"Tompkins County, New York",102555,*****,NA,NY,36109,974152,Tompkins County,1229321859,43780760,474.644,16.904,42.453006,-76.473483,Tompkins,New York,G36,G3601090,14695655.34,2176743.68,0,121943.17,143784.27,9605982.63,216.0671998381945,2.041419678532009e-7,4.5940181620281534e-7,6.635437840560163e-7
37009,1,0,1,0,0,0,1,0500000US37009,"Ashe County, North Carolina",49176,0500000US37009,"Ashe County, North Carolina",26759,*****,NA,NC,37009,1008535,Ashe County,1104023356,8058446,426.266,3.111,36.443469,-81.499334,Ashe,North Carolina,G37,G3700090,0,1212996.58,0,58470.29,24679.87,4014231.57,62.775356232962515,NA,8.244046326989644e-7,NA
37019,1,0,1,0,0,0,1,0500000US37019,"Brunswick County, North Carolina",71193,0500000US37019,"Brunswick County, North Carolina",139721,*****,NA,NC,37019,1026340,Brunswick County,2201668770,516634715,850.069,199.474,34.038754,-78.227765,Brunswick,North Carolina,G37,G3700190,57625661.06,643654.74,744908.7,274222,124296.27,8500746.14,164.3643045446899,0,1.5536279589893178e-6,1.5536279589893178e-6
37031,1,0,1,0,0,0,1,0500000US37031,"Carteret County, North Carolina",66965,0500000US37031,"Carteret County, North Carolina",68353,*****,NA,NC,37031,1026337,Carteret County,1314694122,2131056469,507.606,822.806,34.858343,-76.53586,Carteret,North Carolina,G37,G3700310,18695357.71,1640795.89,0,168351.25,129340.12,4680227.71,134.65758875978614,0,6.094603272074262e-7,6.094603272074262e-7
37049,1,0,1,0,0,0,1,0500000US37049,"Craven County, North Carolina",61676,0500000US37049,"Craven County, North Carolina",101098,*****,NA,NC,37049,1026123,Craven County,1829934615,172857594,706.542,66.741,35.116829,-77.08132,Craven,North Carolina,G37,G3700490,40017910.71,860193.78,0,189955.5,292031.52,6147574.95,143.0884505096654,0,1.1625287502078892e-6,1.1625287502078892e-6
37053,1,0,1,0,1,0,0,0500000US37053,"Currituck County, North Carolina",82793,0500000US37053,"Currituck County, North Carolina",28616,*****,NA,NC,37053,1026125,Currituck County,678344374,685095432,261.91,264.517,36.372174,-75.941224,Currituck,North Carolina,G37,G3700530,12693405.95,289415.74,0,60162.56,73936.48,2774615.81,109.25890573097628,7.878106191033779e-8,0,7.878106191033779e-8
37091,1,0,1,0,1,0,0,0500000US37091,"Hertford County, North Carolina",46196,0500000US37091,"Hertford County, North Carolina",21633,*****,NA,NC,37091,1026127,Hertford County,914689353,18737418,353.164,7.235,36.363517,-76.981616,Hertford,North Carolina,G37,G3700910,32764757.88,713704.46,0,35027.47,79960.66,3494943.74,61.25482778539149,3.052059788332548e-8,0,3.052059788332548e-8
37097,1,0,1,0,0,0,1,0500000US37097,"Iredell County, North Carolina",73103,0500000US37097,"Iredell County, North Carolina",187839,*****,NA,NC,37097,1008565,Iredell County,1487784939,59453223,574.437,22.955,35.806251,-80.874524,Iredell,North Carolina,G37,G3700970,38324769.34,463557.32,2212376.24,354226.34,551865.56,6098301.7,326.9966941544503,0,2.157230523293214e-6,2.157230523293214e-6
37131,1,1,0,0,1,0,0,0500000US37131,"Northampton County, North Carolina",45698,0500000US37131,"Northampton County, North Carolina",17528,*****,NA,NC,37131,1008575,Northampton County,1390073547,35850398,536.71,13.842,36.421774,-77.398352,Northampton,North Carolina,G37,G3701310,53420998.13,1328338.85,1949856.33,40839.28,71982.86,5161642.54,32.65823256507238,1.8719230920517434e-8,0,1.8719230920517434e-8
37159,1,0,1,0,1,0,0,0500000US37159,"Rowan County, North Carolina",59717,0500000US37159,"Rowan County, North Carolina",147067,*****,NA,NC,37159,1008583,Rowan County,1325062503,31968204,511.61,12.343,35.641355,-80.521721,Rowan,North Carolina,G37,G3701590,46031292.89,1342279.83,9180405.86,285943.36,301116.22,5154526.94,287.4591974355466,2.1724351788025564e-8,0,2.1724351788025564e-8
38035,2,1,1,0,0,0,2,0500000US38035,"Grand Forks County, North Dakota",64698,0500000US38035,"Grand Forks County, North Dakota",72927,*****,NA,ND,38035,1034218,Grand Forks County,3719781789,8292175,1436.216,3.202,47.926003,-97.450851,Grand Forks,North Dakota,G38,G3800350,168172881.2,10935650.02,0,81865.23,28385.78,14729951.37,50.77718114823954,0,1.828880767345552e-7,1.828880767345552e-7
38055,1,0,1,0,1,0,0,0500000US38055,"McLean County, North Dakota",80556,0500000US38055,"McLean County, North Dakota",9781,*****,NA,ND,38055,1034232,McLean County,5465578831,563811097,2110.272,217.689,47.653206,-101.421914,McLean,North Dakota,G38,G3800550,217672008.3,18936494.53,0,23109.08,28381.92,10819351.67,4.634947532829892,4.594067964043312e-9,0,4.594067964043312e-9
38057,1,0,1,0,0,0,1,0500000US38057,"Mercer County, North Dakota",82155,0500000US38057,"Mercer County, North Dakota",8366,*****,NA,ND,38057,1034233,Mercer County,2700790016,180823535,1042.781,69.816,47.307147,-101.833328,Mercer,North Dakota,G38,G3800570,85590149.55,9789065.51,0,21223.84,20364.03,5580190.76,8.022777553484385,0,1.0215479700063831e-7,1.0215479700063831e-7
38089,1,0,1,0,0,0,1,0500000US38089,"Stark County, North Dakota",78734,0500000US38089,"Stark County, North Dakota",32989,*****,NA,ND,38089,1035618,Stark County,3457408928,14023939,1334.913,5.415,46.817031,-102.662026,Stark,North Dakota,G38,G3800890,138887709.5,18852329.49,127033328.7,68010.01,63135.66,10069207.6,24.71247189891776,0,5.3043842700205216e-8,5.3043842700205216e-8
39003,1,0,1,0,1,0,0,0500000US39003,"Allen County, Ohio",58976,0500000US39003,"Allen County, Ohio",102087,*****,NA,OH,39003,1074015,Allen County,1042587391,11152061,402.545,4.306,40.771627,-84.106103,Allen,Ohio,G39,G3900030,44344897.78,2038092.26,0,237541.86,784482.63,11496914.15,253.6039449005701,2.2550508628097688e-8,0,2.2550508628097688e-8
39011,1,0,1,0,1,0,0,0500000US39011,"Auglaize County, Ohio",75231,0500000US39011,"Auglaize County, Ohio",46263,*****,NA,OH,39011,1074019,Auglaize County,1039590222,1339586,401.388,0.517,40.561309,-84.224018,Auglaize,Ohio,G39,G3900110,46524024.83,2972476.11,0,124139.34,280813.04,10238236.2,115.25755627970942,2.149427104929176e-8,0,2.149427104929176e-8
39015,1,0,1,0,1,0,0,0500000US39015,"Brown County, Ohio",66677,0500000US39015,"Brown County, Ohio",43715,*****,NA,OH,39015,1074020,Brown County,1267911783,8879057,489.543,3.428,38.931377,-83.866772,Brown,Ohio,G39,G3900150,45741827.86,2353650.75,0,92719.54,183345.74,7799202.96,89.29756936571455,2.1861828588500137e-8,0,2.1861828588500137e-8
39017,1,0,1,0,1,0,0,0500000US39017,"Butler County, Ohio",77062,0500000US39017,"Butler County, Ohio",388327,*****,NA,OH,39017,1074021,Butler County,1208270096,9196537,466.516,3.551,39.439747,-84.565734,Butler,Ohio,G39,G3900170,30899044.25,1834209.4,0,766579.82,992906.21,5770215.29,832.3980313644118,3.236346056237646e-8,0,3.236346056237646e-8
39025,1,0,1,0,1,0,0,0500000US39025,"Clermont County, Ohio",79573,0500000US39025,"Clermont County, Ohio",208851,*****,NA,OH,39025,1074025,Clermont County,1172125416,19874908,452.56,7.674,39.052054,-84.149485,Clermont,Ohio,G39,G3900250,31927252.68,2176564.87,0,400821.14,496851.38,5466394.29,461.48797949443167,3.132120417697023e-8,0,3.132120417697023e-8
39029,1,0,1,0,1,0,0,0500000US39029,"Columbiana County, Ohio",55473,0500000US39029,"Columbiana County, Ohio",101723,*****,NA,OH,39029,1074027,Columbiana County,1377658468,7277033,531.917,2.81,40.770073,-80.778455,Columbiana,Ohio,G39,G3900290,20215182.42,2727592.63,0,228739.38,365045.64,9168182.82,191.23848269560852,4.9467770274021593e-8,0,4.9467770274021593e-8
39033,1,0,1,0,1,0,0,0500000US39033,"Crawford County, Ohio",52486,0500000US39033,"Crawford County, Ohio",41861,*****,NA,OH,39033,1074029,Crawford County,1040619655,2359514,401.786,0.911,40.848524,-82.924783,Crawford,Ohio,G39,G3900330,46174618.05,3348410.5,0,102434.98,329894.74,9531446.07,104.18730368902848,2.1656919802068617e-8,0,2.1656919802068617e-8
